"sequence","AccelerometerX","AccelerometerY","AccelerometerZ","GyroscopeX","GyroscopeY","GyroscopeZ"
6995,86,-937,64,-15,10,5
6996,12,-967,14,-10,17,22
6997,53,-998,37,-12,31,28
6998,-142,-975,4,-8,7,34
6999,240,-966,-18,-10,12,22
7000,-198,-983,69,-24,9,33
7001,-40,-978,48,-12,4,19
7002,-15,-1011,4,-11,7,18
7003,51,-986,45,-9,11,22
7004,43,-982,34,-11,18,28
7005,-35,-971,28,-8,12,27
7006,-89,-939,39,-11,6,21
7007,-60,-1017,-8,-15,6,12
7008,241,-1012,10,-29,-14,19
7009,-434,-922,93,-21,9,40
7010,137,-964,11,-12,8,-9
7011,0,-1029,34,-8,10,8
7012,81,-926,62,-20,75,15
7013,40,-1006,-18,-12,23,33
7014,-91,-991,20,-8,14,33
7015,108,-932,6,-3,-27,14
7016,-107,-992,65,-17,-12,21
7017,-143,-930,75,-12,15,4
7018,182,-973,33,-8,14,18
7019,-1,-1059,-11,-11,16,40
7020,-45,-877,18,-10,27,40
7021,-114,-979,103,-13,11,11
7022,182,-1028,-79,-10,27,15
7023,-191,-959,71,-3,29,40
7024,48,-958,40,-10,7,17
7025,94,-1008,35,-10,14,19
7026,12,-922,75,-9,10,21
7027,-68,-1023,-51,-6,11,25
7028,-68,-1010,79,-15,21,29
7029,-61,-876,39,-9,5,15
7030,119,-1050,-52,-21,12,7
7031,-68,-928,74,-30,21,33
7032,-286,-920,88,-15,3,16
7033,258,-1023,-35,-7,11,-10
7034,72,-996,105,-10,33,25
7035,-62,-943,-8,-8,21,38
7036,-142,-1027,7,-13,21,26
7037,79,-885,29,-8,9,9
7038,26,-950,55,7,35,24
7039,-140,-1035,16,-18,15,19
7040,290,-908,68,-11,16,18
7041,-234,-1012,18,-13,14,49
7042,88,-924,-3,-16,13,27
7043,-192,-1003,66,-2,13,20
7044,163,-1038,-53,-13,20,7
7045,-6,-938,75,-16,43,33
7046,-55,-970,62,-10,6,29
7047,-33,-992,20,-15,13,19
7048,8,-1021,3,-7,16,15
7049,113,-940,32,-12,5,18
7050,-180,-985,77,-8,1,33
7051,-45,-890,-7,-11,9,16
7052,9,-999,-7,-28,3,9
7053,1,-959,95,-27,55,35
7054,-163,-950,48,-14,16,-1
7055,156,-1027,-9,-8,15,-11
7056,220,-989,68,-9,-6,32
7057,-171,-917,4,-16,-4,63
7058,-275,-1049,0,-13,16,22
7059,192,-792,54,-4,-2,-9
7060,-28,-924,20,-19,-31,14
7061,9,-987,69,-14,12,11
7062,217,-944,35,-15,14,44
7063,-304,-1008,25,-13,11,47
7064,161,-939,-38,-9,17,23
7065,-210,-1016,103,-7,12,14
7066,153,-984,0,-9,15,-1
7067,-7,-1033,-16,-7,48,42
7068,-17,-851,68,-8,20,38
7069,-134,-995,74,-13,11,13
7070,75,-1009,-2,-5,5,1
7071,48,-959,31,-6,1,20
7072,-89,-940,53,-6,3,39
7073,-156,-1026,-11,-14,17,21
7074,196,-777,28,-7,57,2
7075,-56,-1046,58,11,49,18
7076,-118,-1010,32,-12,11,17
7077,86,-963,37,-9,16,10
7078,152,-989,39,-10,10,17
7079,-28,-955,-12,-7,-17,35
7080,-203,-990,51,-10,21,33
7081,51,-969,-2,-9,9,9
7082,34,-1064,25,-23,-1,30
7083,-120,-826,53,-18,29,26
7084,108,-973,60,-14,7,4
7085,32,-1006,26,-5,12,26
7086,15,-966,16,-9,7,33
7087,-77,-989,37,-5,20,39
7088,-1,-967,25,-12,17,28
7089,-204,-991,23,-15,13,8
7090,151,-1003,-27,-5,30,3
7091,-72,-861,100,-17,29,41
7092,-118,-949,12,-13,0,7
7093,220,-1017,14,-5,17,21
7094,-173,-1007,71,-12,33,31
7095,43,-914,2,-4,18,15
7096,-65,-1049,17,-13,17,13
7097,106,-912,20,-21,24,8
7098,-32,-988,62,-19,74,34
7099,-81,-1029,27,-8,10,23
7100,102,-914,61,-13,12,13
7101,-27,-1036,3,-13,12,24
7102,79,-918,40,-18,25,30
7103,-239,-979,63,-8,14,30
7104,172,-1021,-20,-12,11,17
7105,-88,-973,-12,0,47,42
7106,-65,-976,104,-11,3,16
7107,71,-1005,-16,-17,14,8
7108,33,-986,51,-10,16,22
7109,37,-963,26,-12,18,32
7110,-57,-999,15,-8,7,36
7111,-137,-987,55,-11,14,22
7112,-17,-902,56,-11,11,7
7113,360,-952,-54,-22,-49,4
7114,-503,-1023,105,-25,22,39
7115,81,-937,28,-17,4,10
7116,68,-1080,2,-5,17,14
7117,-4,-921,90,-13,-14,8
7118,48,-1016,-25,-14,-11,13
7119,-32,-980,11,-9,7,25
7120,67,-974,12,-28,21,36
7121,-134,-927,59,-24,31,40
7122,-128,-977,21,-12,13,-5
7123,189,-957,103,-11,8,-1
7124,34,-1065,-17,-6,3,34
7125,-11,-884,16,-14,6,49
7126,-176,-954,66,-9,11,32
7127,190,-1041,-43,-17,5,10
7128,-196,-973,70,-18,-2,25
7129,-6,-971,47,-12,10,12
7130,123,-1005,10,-9,11,14
7131,12,-926,63,-9,3,25
7132,25,-1010,-24,-7,17,29
7133,-80,-1005,76,-7,9,32
7134,-194,-932,24,-10,9,17
7135,135,-955,-25,-9,34,4
7136,89,-973,80,15,55,26
7137,-283,-963,100,-15,2,20
7138,144,-1031,-44,-13,3,2
7139,52,-1020,34,-7,13,13
7140,54,-922,32,0,15,25
7141,-121,-994,7,-11,13,32
7142,7,-1028,20,-6,8,16
7143,50,-884,74,-22,-6,23
7144,-154,-1006,25,-12,-4,26
7145,112,-910,64,-10,17,8
7146,38,-990,22,-6,9,33
7147,-13,-977,8,-17,-1,29
7148,-107,-956,32,-5,6,28
7149,12,-1047,-16,-14,7,20
7150,17,-923,41,-2,-6,22
7151,35,-965,64,-20,-17,22
7152,-119,-1003,10,-16,6,25
7153,33,-971,49,-10,14,13
7154,57,-985,39,-11,19,17
7155,-9,-995,23,-16,26,25
7156,-84,-963,-30,-14,15,30
7157,-129,-915,34,-8,-7,10
7158,149,-1000,62,2,-8,16
7159,-192,-958,63,-15,-11,17
7160,11,-975,38,-12,9,-10
7161,218,-1032,16,-8,15,14
7162,1,-965,-8,-20,46,54
7163,-213,-937,27,-9,15,36
7164,47,-1011,50,-11,11,-2
7165,152,-827,32,-21,11,14
7166,-262,-992,50,-9,0,31
7167,286,-979,31,-13,19,23
7168,-215,-1022,8,-12,18,47
7169,88,-963,4,-13,16,16
7170,-92,-996,17,-4,3,22
7171,-22,-953,63,-14,13,13
7172,49,-946,-21,-10,6,20
7173,64,-1046,59,-3,56,39
7174,-220,-934,72,-9,24,35
7175,38,-966,7,-5,19,1
7176,32,-957,72,-5,9,7
7177,91,-992,-30,-23,42,21
7178,-196,-979,-1,-14,16,45
7179,15,-932,96,-10,18,12
7180,140,-924,-15,9,-4,1
7181,-130,-1056,67,-7,-24,16
7182,-47,-944,67,-13,20,8
7183,131,-974,22,-12,11,21
7184,96,-1029,17,-12,-14,35
7185,-229,-942,12,-8,4,32
7186,-86,-1019,14,-11,10,2
7187,229,-931,40,-3,11,12
7188,-92,-988,45,-21,-3,38
7189,-21,-975,29,-16,11,29
7190,27,-984,35,-10,14,25
7191,47,-969,40,-10,14,22
7192,-78,-1007,28,-10,25,29
7193,37,-983,-13,-8,16,19
7194,-214,-971,48,-10,5,27
7195,191,-933,2,-12,18,7
7196,-10,-947,27,1,-26,22
7197,-368,-987,109,-20,2,34
7198,239,-920,-39,-11,1,-6
7199,-94,-998,134,-7,11,22
7200,49,-998,-66,-23,23,17
7201,-37,-989,39,-14,22,30
7202,-12,-936,40,-11,0,10
7203,123,-939,14,-11,-17,4
7204,-107,-1063,38,-9,-11,22
7205,-34,-901,69,-11,15,21
7206,66,-978,17,-9,9,28
7207,-24,-1051,3,-10,-16,25
7208,-56,-893,44,-3,1,20
7209,11,-988,75,-17,16,12
7210,128,-993,-57,-6,21,25
7211,-144,-953,45,-18,44,45
7212,-4,-989,50,-12,11,24
7213,4,-1001,34,-11,17,10
7214,105,-961,48,-9,18,14
7215,-42,-985,19,-10,8,38
7216,-73,-951,25,-9,14,33
7217,-189,-995,43,-9,7,22
7218,103,-1072,-45,-8,18,0
7219,224,-832,49,0,-45,13
7220,-363,-996,98,-19,12,23
7221,161,-970,-28,-11,6,6
7222,-45,-1042,90,-11,13,31
7223,40,-945,-13,-25,-14,16
7224,-32,-987,44,-11,12,10
7225,25,-964,-14,-11,4,6
7226,121,-864,70,-37,9,29
7227,-267,-1015,11,-15,26,45
7228,69,-964,110,-10,7,7
7229,79,-1017,-34,-11,6,19
7230,99,-978,32,-14,11,25
7231,-257,-915,18,-10,7,41
7232,123,-1015,30,-14,12,17
7233,-58,-1030,10,-8,-4,31
7234,-80,-948,35,-20,20,15
7235,80,-990,55,-8,13,6
7236,33,-989,26,-11,14,23
7237,72,-914,61,-12,13,28
7238,-96,-1010,13,-7,22,41
7239,-94,-966,12,-14,12,22
7240,-103,-978,19,-12,-4,-1
7241,100,-1062,33,-18,-92,4
7242,-162,-901,41,-17,-1,23
7243,53,-966,55,-12,10,0
7244,112,-1047,-1,-9,9,14
7245,59,-944,58,-12,47,31
7246,-35,-986,-16,-12,-2,36
7247,-174,-963,58,-8,8,19
7248,99,-963,-14,-6,-4,8
7249,-87,-978,73,-16,6,21
7250,12,-941,73,-13,18,6
7251,206,-960,-10,-11,10,29
7252,-121,-1006,29,-16,7,48
7253,-106,-902,37,-8,13,31
7254,-42,-1047,37,-11,17,11
7255,109,-996,-13,-12,-7,13
7256,-25,-974,31,-2,1,26
7257,-32,-956,47,-11,-1,18
7258,38,-973,62,-8,5,16
7259,-29,-987,65,-11,8,21
7260,30,-1055,-62,-4,66,31
7261,-154,-961,89,-12,19,33
7262,-138,-887,5,-12,8,9
7263,258,-997,-21,27,52,3
7264,-145,-950,110,3,-9,19
7265,-111,-986,63,-16,6,13
7266,163,-1034,-29,-6,9,12
7267,183,-967,62,-16,2,28
7268,-227,-944,-6,-17,-9,36
7269,-146,-1056,-7,-12,15,9
7270,192,-781,102,-6,34,20
7271,-153,-944,33,-2,11,38
7272,107,-1008,5,-13,14,8
7273,19,-954,60,-10,17,27
7274,-56,-1003,8,-13,14,23
7275,40,-968,-10,-7,-9,30
7276,-84,-977,76,-8,12,30
7277,114,-940,-2,-13,10,16
7278,-66,-1003,22,-17,17,24
7279,-42,-996,45,-6,50,34
7280,-233,-981,38,-11,18,15
7281,271,-957,-3,-4,17,-2
7282,-64,-1070,93,-10,1,26
7283,57,-893,-6,-9,-3,35
7284,-222,-1000,-7,-11,13,27
7285,75,-904,31,-5,16,-2
7286,120,-1000,87,-8,-31,8
7287,-189,-1039,30,-14,13,20
7288,0,-941,46,-15,20,12
7289,203,-992,34,-13,8,20
7290,-41,-981,-8,-11,6,37
7291,-183,-958,53,-8,8,21
7292,102,-1007,-25,-12,5,6
7293,67,-989,49,-14,33,33
7294,-118,-925,49,-15,27,37
7295,-9,-1011,25,-10,10,19
7296,46,-995,38,-8,7,13
7297,0,-968,49,-9,9,23
7298,27,-992,2,-9,12,31
7299,-42,-940,23,-10,16,35
7300,-139,-939,37,-13,11,16
7301,236,-997,-11,-17,-29,1
7302,-236,-1044,74,-31,-12,35
7303,-133,-911,47,-12,4,19
7304,119,-996,2,-9,12,5
7305,-2,-983,100,-10,13,11
7306,61,-976,-24,-8,10,18
7307,-114,-1027,-6,-13,9,29
7308,83,-959,-4,5,16,14
7309,63,-920,90,13,17,23
7310,-228,-963,26,-13,-6,22
7311,8,-971,62,-10,10,2
7312,137,-987,55,-13,11,22
7313,30,-997,-4,-19,42,34
7314,-74,-927,34,-8,22,30
7315,28,-1030,-26,-12,18,22
7316,-63,-978,34,-10,44,29
7317,-22,-952,69,-8,17,28
7318,-80,-1020,28,-12,11,18
7319,123,-979,21,-10,21,10
7320,38,-991,39,-10,9,23
7321,-45,-965,27,-5,2,31
7322,-58,-951,48,-11,13,32
7323,-144,-992,22,-9,13,15
7324,56,-1057,-50,-12,77,16
7325,16,-900,109,5,53,36
7326,-171,-960,39,-12,7,-1
7327,163,-985,29,-8,14,2
7328,0,-1033,37,-8,-4,29
7329,41,-947,-4,-5,-6,30
7330,-91,-990,4,-11,15,21
7331,143,-939,62,-7,17,5
7332,-84,-1023,29,-1,-1,28
7333,-185,-952,55,-12,12,28
7334,223,-954,42,-9,19,17
7335,-58,-973,31,-13,9,27
7336,67,-1010,-20,-21,16,24
7337,-290,-935,77,-7,13,29
7338,330,-1007,-40,-13,-13,9
7339,-200,-999,39,-25,40,44
7340,-38,-955,73,-11,8,22
7341,98,-1000,29,-13,9,10
7342,-82,-999,50,-9,10,19
7343,115,-939,-28,-12,17,21
7344,-117,-997,95,-7,9,30
7345,-84,-991,-24,-8,11,23
7346,31,-901,8,-5,22,9
7347,128,-986,54,30,31,17
7348,-336,-959,106,-18,9,21
7349,153,-998,-21,-11,6,-2
7350,113,-1029,49,-13,28,19
7351,-5,-931,1,-9,44,33
7352,-150,-992,34,-9,20,26
7353,163,-956,0,-5,1,8
7354,5,-967,32,-25,8,29
7355,-253,-1003,63,-16,10,29
7356,303,-952,73,-8,12,4
7357,-195,-996,7,-6,19,42
7358,115,-962,-5,-16,6,25
7359,-229,-978,7,-6,16,36
7360,89,-1001,40,-16,11,9
7361,42,-1004,41,-30,20,21
7362,-10,-897,46,-20,41,32
7363,-130,-984,25,-15,20,17
7364,79,-980,29,-6,5,18
7365,-2,-1030,38,-3,-16,22
7366,-22,-906,57,5,-18,28
7367,-252,-994,1,-16,19,14
7368,138,-911,-34,-5,-9,-1
7369,131,-927,117,-18,-88,7
7370,-195,-1008,21,-18,16,25
7371,57,-1001,38,-11,17,12
7372,156,-983,8,-5,5,18
7373,-26,-960,23,-4,29,31
7374,-199,-966,31,-7,9,22
7375,65,-973,72,-12,6,8
7376,77,-868,-38,-5,54,37
7377,-146,-1011,98,-14,-7,25
7378,251,-959,37,-13,15,16
7379,-275,-1001,10,-12,12,34
7380,249,-961,-15,-9,1,21
7381,-280,-1014,58,-6,9,39
7382,119,-935,17,-13,11,9
7383,-40,-1049,39,-12,16,16
7384,159,-877,20,-34,-9,15
7385,-247,-983,67,-19,24,39
7386,-51,-980,26,-10,11,17
7387,114,-1018,10,-7,24,16
7388,-18,-971,60,-21,13,18
7389,-73,-969,3,-12,17,20
7390,-86,-998,39,-9,8,13
7391,136,-953,-36,-7,88,23
7392,-63,-994,79,-8,55,28
7393,-68,-969,82,-12,15,9
7394,73,-959,9,-14,18,3
7395,178,-988,20,-12,10,30
7396,-183,-993,-8,-9,-18,47
7397,-130,-945,72,-12,10,21
7398,174,-999,3,-14,3,4
7399,-1,-1006,39,-24,-13,20
7400,-119,-945,38,-11,11,28
7401,41,-989,27,-11,13,23
7402,57,-994,31,-12,18,27
7403,-16,-993,9,-14,14,27
7404,-1,-967,27,-11,29,26
7405,-213,-994,43,-10,14,25
7406,23,-923,34,-12,8,8
7407,178,-1065,-27,-9,76,22
7408,-112,-810,113,-6,41,33
7409,-85,-960,5,-15,7,10
7410,16,-1057,48,-8,14,20
7411,0,-958,46,-18,-9,16
7412,15,-977,8,-13,-17,17
7413,-65,-997,5,-9,18,12
7414,72,-936,47,-20,-4,7
7415,23,-1013,12,-31,32,34
7416,-139,-926,19,-12,9,29
7417,132,-972,107,-12,14,9
7418,-41,-1032,-26,-10,8,23
7419,47,-903,114,-15,5,24
7420,-111,-981,-40,-6,6,30
7421,85,-993,-6,-11,13,31
7422,-86,-992,62,0,21,31
7423,-9,-984,8,-14,10,12
7424,-25,-982,56,-10,8,9
7425,80,-979,23,-10,6,18
7426,29,-992,48,-12,5,38
7427,-69,-956,19,-7,8,34
7428,-121,-951,59,-12,12,18
7429,23,-1008,-17,-10,27,7
7430,31,-1017,6,17,-3,19
7431,-251,-907,71,-17,6,24
7432,210,-975,36,-12,2,-13
7433,-25,-1016,32,-6,12,20
7434,69,-972,48,-17,-46,21
7435,16,-1000,-17,-13,9,35
7436,-119,-940,52,-12,16,24
7437,122,-884,16,-20,25,16
7438,-199,-1074,35,-20,19,23
7439,-27,-937,68,-12,16,4
7440,212,-1001,30,-9,13,22
7441,40,-1022,-25,-8,-9,43
7442,-199,-872,63,-6,7,42
7443,-42,-1005,58,-13,5,7
7444,184,-1023,-52,-7,-13,14
7445,-203,-953,72,-11,-22,27
7446,132,-975,14,-10,-7,13
7447,-21,-1008,59,-10,10,21
7448,7,-954,8,-7,5,17
7449,59,-989,30,-9,41,28
7450,-129,-977,46,-9,27,35
7451,-118,-878,33,-10,4,16
7452,202,-1005,-15,-13,66,7
7453,-81,-1011,90,-4,91,30
7454,-284,-953,43,-14,4,17
7455,219,-1026,-13,-11,7,-12
7456,152,-981,87,-12,19,22
7457,-118,-968,-17,-36,48,50
7458,-139,-982,18,-12,14,27
7459,267,-936,23,-10,8,6
7460,-168,-952,13,-29,19,32
7461,-213,-978,105,-15,20,16
7462,381,-965,41,-9,5,9
7463,-337,-998,6,-9,5,45
7464,263,-928,37,-16,6,14
7465,-230,-1033,16,-6,18,40
7466,95,-955,-13,-16,16,11
7467,29,-972,39,-1,36,25
7468,-91,-1020,51,-2,27,33
7469,-114,-964,29,-12,16,16
7470,38,-980,32,-6,11,7
7471,114,-1065,10,-6,16,11
7472,-46,-887,84,5,-5,39
7473,-224,-992,-30,-14,15,26
7474,177,-853,16,-11,-27,-3
7475,-10,-1020,103,-31,26,21
7476,-191,-1003,39,-14,10,18
7477,131,-992,2,-13,10,4
7478,142,-974,57,-9,8,19
7479,-52,-967,-19,-16,4,35
7480,-187,-978,44,-8,5,26
7481,186,-915,7,-7,2,10
7482,-78,-1015,62,-31,25,32
7483,-40,-966,0,-8,7,27
7484,23,-949,62,-10,15,19
7485,-38,-1013,39,-8,9,24
7486,41,-952,16,-10,10,26
7487,-102,-999,21,-5,7,27
7488,71,-953,36,-12,12,21
7489,-126,-959,-12,-13,17,21
7490,119,-983,50,8,-36,11
7491,-231,-964,84,-12,-17,31
7492,79,-947,-3,-8,11,-1
7493,-37,-973,78,-6,11,19
7494,162,-998,-52,-22,46,21
7495,-194,-940,47,-13,23,36
7496,26,-997,54,-6,10,8
7497,144,-980,-11,-9,-32,3
7498,-172,-910,70,-20,-18,21
7499,-59,-1012,59,-11,7,13
7500,188,-964,9,-11,4,18
7501,-69,-992,41,-11,-10,34
7502,-38,-961,16,-10,-12,16
7503,0,-989,38,-12,14,16
7504,3,-965,27,-11,19,25
7505,0,-985,-18,-14,-32,33
7506,-64,-997,74,-18,9,31
7507,8,-965,34,-14,15,11
7508,88,-1004,26,-9,13,15
7509,2,-998,-15,-7,18,31
7510,-36,-945,55,-13,30,34
7511,-122,-982,61,-11,7,28
7512,-78,-946,19,-12,9,5
7513,210,-1069,-38,8,61,16
7514,-152,-892,90,1,30,35
7515,-120,-945,50,-12,12,10
7516,75,-1035,42,-7,15,18
7517,-15,-981,20,-17,13,15
7518,81,-954,5,-12,12,14
7519,-57,-1017,2,-11,7,14
7520,66,-914,32,1,-4,10
7521,8,-959,63,-7,-16,41
7522,-216,-1024,30,-8,-4,26
7523,145,-939,57,-10,13,2
7524,8,-1100,-4,-11,5,21
7525,-31,-879,36,-12,13,26
7526,-61,-989,30,-7,13,29
7527,91,-977,1,-5,12,29
7528,-128,-970,52,-8,-8,28
7529,31,-1006,23,-15,10,12
7530,23,-978,46,-13,8,13
7531,83,-952,58,-9,14,23
7532,-28,-1027,-17,-12,21,37
7533,-112,-936,51,-8,10,30
7534,-31,-976,11,-11,15,7
7535,-26,-1063,-24,-4,73,18
7536,-44,-912,99,7,49,33
7537,-132,-929,37,-17,11,5
7538,238,-1011,19,-8,8,-2
7539,-31,-990,73,-12,-27,24
7540,62,-958,-25,-22,-9,31
7541,-84,-981,-6,-11,12,29
7542,2,-930,82,-12,4,5
7543,-26,-984,16,-9,-8,21
7544,-146,-966,24,-8,12,19
7545,276,-920,92,-15,15,10
7546,-4,-1006,5,-8,3,41
7547,-62,-956,-4,-20,15,40
7548,-256,-959,32,-8,8,26
7549,270,-1038,-4,-9,11,1
7550,-142,-961,60,4,34,29
7551,-7,-990,35,-12,9,20
7552,112,-991,20,-9,13,18
7553,-119,-965,64,-10,13,29
7554,148,-985,6,-7,29,20
7555,-206,-1013,70,-6,18,36
7556,-52,-889,7,-11,12,11
7557,126,-977,-10,-12,11,10
7558,-29,-966,54,-22,-5,18
7559,-176,-973,75,-14,7,18
7560,53,-1039,-3,-13,13,3
7561,116,-986,51,-9,34,14
7562,20,-929,30,-2,46,37
7563,-157,-1004,-5,-12,11,33
7564,7,-998,45,-2,20,13
7565,55,-878,61,2,74,22
7566,-139,-1004,0,-4,21,20
7567,230,-936,50,-12,11,12
7568,-109,-992,47,-11,10,48
7569,-19,-945,12,-21,46,30
7570,-49,-968,42,-5,22,28
7571,-80,-1066,-7,-12,8,13
7572,106,-956,-3,-9,6,16
7573,4,-983,67,-21,25,34
7574,-97,-952,33,-16,9,17
7575,31,-975,51,-11,14,11
7576,-35,-1045,30,-7,10,19
7577,95,-907,15,-7,-55,26
7578,-147,-929,-6,-14,2,28
7579,-35,-996,42,-11,18,-1
7580,110,-1020,58,1,110,22
7581,-175,-1002,4,-12,15,32
7582,-6,-930,112,-8,18,-5
7583,187,-979,9,-7,11,0
7584,91,-1004,-24,-5,11,39
7585,-212,-943,20,-5,3,47
7586,-27,-999,40,-11,16,15
7587,110,-965,-4,6,15,15
7588,-199,-883,74,-15,0,22
7589,128,-970,59,-9,11,5
7590,25,-1011,25,-10,13,32
7591,-21,-963,29,-8,8,34
7592,-11,-987,9,-8,-9,32
7593,-10,-984,30,-12,15,23
7594,-27,-949,2,-13,6,13
7595,-27,-1006,20,-15,-49,14
7596,-46,-954,54,-26,-18,33
7597,-176,-965,44,-13,-3,10
7598,233,-960,18,-4,3,1
7599,-69,-1070,71,-15,-15,23
7600,-30,-901,10,-11,-17,30
7601,-165,-1024,-10,-15,24,19
7602,201,-946,32,-13,10,-1
7603,-8,-937,82,-6,-74,15
7604,-176,-1041,10,-14,13,20
7605,141,-918,58,-12,23,10
7606,52,-1009,39,-11,20,29
7607,-49,-957,3,-23,15,31
7608,-88,-967,35,-6,3,20
7609,46,-1015,-31,-13,10,15
7610,90,-989,47,-6,8,32
7611,-124,-938,53,-13,8,40
7612,-63,-997,34,-13,10,15
7613,80,-993,43,-4,8,9
7614,15,-995,42,-9,14,21
7615,2,-982,2,-8,-6,32
7616,-16,-949,29,-11,14,38
7617,-227,-961,27,-15,13,16
7618,234,-909,-3,-14,23,6
7619,60,-1028,103,8,49,28
7620,-393,-969,40,-16,16,29
7621,204,-1020,-8,-6,9,3
7622,-51,-987,81,-13,10,16
7623,53,-951,-1,-9,-20,6
7624,-22,-1020,0,-10,8,19
7625,71,-908,22,-12,14,25
7626,71,-930,38,-22,46,43
7627,-299,-1030,27,-11,12,27
7628,78,-957,94,-10,12,-12
7629,115,-984,20,-10,10,15
7630,25,-982,17,-4,-22,32
7631,-65,-941,24,-7,7,43
7632,-24,-1024,-20,-13,12,31
7633,-9,-963,39,-5,28,18
7634,-84,-992,62,-9,13,17
7635,-17,-1011,5,-12,15,14
7636,105,-964,37,-8,17,20
7637,62,-1013,32,-11,14,32
7638,-97,-939,48,-8,36,32
7639,-102,-977,37,-10,16,20
7640,-77,-975,40,-8,18,14
7641,199,-977,-56,-22,-4,12
7642,-155,-966,100,-27,12,29
7643,-122,-963,58,-15,17,7
7644,168,-1026,-3,-7,9,9
7645,4,-999,47,-18,-23,21
7646,0,-949,2,-15,-8,22
7647,-25,-982,2,-12,4,17
7648,103,-965,53,-20,22,17
7649,-121,-917,33,-19,37,44
7650,-169,-1027,46,-11,7,12
7651,247,-983,60,-9,15,8
7652,-38,-940,10,-8,6,29
7653,-13,-1003,-1,-15,11,35
7654,-206,-961,45,-5,12,31
7655,304,-1010,-25,-16,1,11
7656,-256,-992,50,-31,10,31
7657,111,-960,50,-10,15,15
7658,-84,-983,56,-10,11,26
7659,-8,-949,25,-8,13,17
7660,159,-995,-5,-3,6,18
7661,-218,-978,55,-6,3,33
7662,87,-886,19,-8,15,8
7663,-68,-1087,4,-10,-3,18
7664,-42,-949,61,-6,-20,23
7665,-154,-925,78,-13,-6,4
7666,187,-1028,-16,-10,3,-7
7667,115,-969,70,-15,12,24
7668,-58,-965,-11,-28,-9,42
7669,-166,-984,25,-12,11,28
7670,183,-993,-10,-8,23,3
7671,-22,-888,69,-21,26,27
7672,-213,-990,68,-16,23,21
7673,339,-911,24,-10,17,23
7674,-320,-1036,44,-13,7,47
7675,159,-981,-53,-16,21,18
7676,-142,-954,92,-9,16,25
7677,85,-988,-3,-12,9,7
7678,57,-944,32,-20,41,30
7679,-138,-1030,38,-2,7,34
7680,-68,-979,52,-11,7,17
7681,101,-968,23,-6,8,6
7682,23,-1001,46,-13,39,18
7683,19,-945,46,-9,60,36
7684,-332,-1014,-26,-15,11,33
7685,128,-990,-9,-6,-10,-3
7686,130,-938,91,-9,43,13
7687,-164,-975,64,-13,1,12
7688,26,-976,38,-13,20,7
7689,168,-981,51,-6,15,29
7690,-6,-1007,-56,-3,-11,47
7691,-258,-940,70,-4,12,23
7692,137,-1002,-6,-8,11,-12
7693,112,-979,41,-8,-1,20
7694,-161,-889,66,-16,9,45
7695,52,-978,35,-13,15,29
7696,-28,-1011,32,-6,12,25
7697,30,-975,10,-14,7,18
7698,-114,-992,23,-10,18,27
7699,139,-972,5,-12,11,25
7700,-220,-946,25,-14,14,30
7701,263,-977,10,-6,9,4
7702,-145,-993,80,6,-31,25
7703,-337,-934,68,-15,13,24
7704,297,-986,-42,-1,14,5
7705,-184,-977,143,-14,7,25
7706,105,-945,-51,-6,-22,5
7707,-102,-1039,28,-11,12,24
7708,75,-980,-29,-4,3,13
7709,13,-913,109,-32,-27,18
7710,-112,-1030,0,-14,18,18
7711,64,-944,87,-13,14,7
7712,80,-972,5,-10,12,28
7713,-2,-1010,47,-13,0,34
7714,-133,-975,10,-5,9,28
7715,-3,-987,-25,-11,12,15
7716,88,-968,62,-11,27,20
7717,-86,-964,50,-11,27,30
7718,30,-995,15,-13,9,21
7719,14,-1003,40,-10,12,24
7720,58,-964,38,-11,17,25
7721,-56,-985,18,-12,6,29
7722,-54,-944,43,-7,-3,20
7723,-168,-984,18,-12,9,17
7724,81,-1075,-37,-8,28,6
7725,255,-838,68,6,-44,28
7726,-420,-973,78,-21,22,23
7727,188,-984,2,-12,10,3
7728,-143,-1055,81,-9,13,23
7729,157,-922,1,-17,73,16
7730,-26,-1007,15,-8,15,22
7731,-37,-946,-1,-10,15,14
7732,108,-927,68,-2,49,30
7733,-254,-1061,-8,-6,-6,38
7734,65,-910,134,-10,15,-1
7735,111,-996,-9,-11,17,17
7736,114,-965,20,-21,28,28
7737,-247,-917,23,-11,23,49
7738,74,-1007,6,-13,-2,16
7739,-31,-1081,-15,-21,-21,23
7740,-100,-909,73,-23,33,18
7741,73,-1002,42,-9,12,8
7742,47,-987,47,-11,17,20
7743,86,-929,51,-8,21,29
7744,-97,-1028,2,-4,19,40
7745,-83,-909,28,-13,13,26
7746,-106,-1013,59,-8,7,-1
7747,232,-993,-23,15,12,5
7748,-337,-966,60,-6,-11,33
7749,25,-961,43,-13,13,3
7750,170,-1054,10,-6,20,6
7751,38,-920,75,-9,32,25
7752,-47,-990,-16,-4,11,35
7753,-99,-1015,7,-8,18,25
7754,54,-886,53,-1,-35,13
7755,-73,-947,29,-22,-10,17
7756,2,-1001,58,-13,12,3
7757,155,-920,48,-5,11,25
7758,-63,-1075,5,-15,38,50
7759,-146,-918,-30,-10,13,41
7760,-6,-954,118,-10,18,11
7761,126,-1019,-40,-14,18,8
7762,-35,-959,24,-15,33,25
7763,-58,-964,67,-8,22,28
